"PC","Variance"
122,0.00330414546108219
123,0.003232394282634
124,0.0031339015242893
125,0.00311258312232264
126,0.00305060934215097
127,0.00300028250500465
128,0.00297486617003453
129,0.00290166291322994
130,0.00284892184574776
131,0.00283643845722543
132,0.0027789621913052
133,0.00275560471940535
134,0.00273834226074953
135,0.00266153595196391
136,0.00263261032438645
137,0.00262071435303163
138,0.00257563324327232
139,0.00255966092316951
140,0.00252133355177737
141,0.00250292736339571
142,0.00243210622655905
143,0.00239590672909856
144,0.00238765361743347
145,0.00236087835746354
146,0.00234339131039727
147,0.00229774274484666
148,0.00227766869673987
149,0.0022701080607363
150,0.00220076648800303
151,0.00219221601179521
152,0.00217067917268454
153,0.0021398626270042
154,0.00211576209436028
155,0.0020805105125961
156,0.00206351469584285
157,0.00204205094643371
158,0.00201202789260352
159,0.00199791626920784
160,0.00196875863460002
161,0.00194489176169765
162,0.00193111540863143
163,0.00191071368312735
164,0.00190262200379149
165,0.00186901804018519
166,0.00185233412643933
167,0.00183179101424204
168,0.00181078245690872
169,0.00179165703712748
170,0.0017719291551808
171,0.00175306471893353
172,0.00173623443793582
173,0.0017252845619464
174,0.00169522548133861
175,0.00168575100552864
176,0.0016753791332502
177,0.00165398416310157
178,0.00163061692545182
179,0.00161166741848427
180,0.00159930007741036
181,0.00157724276637853
182,0.00156844044091599
183,0.00155106578546679
184,0.00153359192832946
185,0.00152224718581037
186,0.00149550960188727
187,0.00149243981606568
188,0.00146675629453449
189,0.00146441770336087
190,0.0014549303825265
191,0.00143207325366334
192,0.00142259284054436
193,0.00141151019412542
194,0.001397266631869
195,0.0013846790172739
196,0.00137865980448202
197,0.00136565562827991
198,0.0013393529484235
199,0.00133435339138441
200,0.00132806290546934
201,0.00131839355775072
202,0.001296938316493
203,0.00129535246795259
204,0.00128247176103502
205,0.00126871662310791
206,0.00125487633793408
207,0.00124620328960626
208,0.00124012358711208
209,0.00122943419316644
210,0.00121292082082391
211,0.00120068227495593
212,0.00119031283228125
213,0.00118025605149925
214,0.00117267676892939
215,0.00116875279234959
216,0.0011570943527325
217,0.00115207343814469
218,0.00114412199751498
219,0.00113501419675366
220,0.00111418651913548
221,0.00111058395916535
222,0.00110491185494498
223,0.00109822277229344
224,0.00109374349374921
225,0.00107179408305569
226,0.00106451304128039
227,0.00105793822226309
228,0.00105255740886127
229,0.00104585434684863
230,0.00103595621343763
231,0.00102661516619501
232,0.00102192073779126
233,0.00101499953844599
234,0.000999898274876294
235,0.000995525068887589
236,0.000988013544156291
237,0.000979253960897288
238,0.000976927109612705
239,0.000971703632881282
240,0.000960866250032608
241,0.000952494767473388
242,0.000941702120548455
243,0.000932575165340309
244,0.000929461668983476
245,0.000917911162619415
246,0.00091501437360712
247,0.000912146673809725
248,0.000901382182499449
249,0.000898757273855406
250,0.000889872096289492
251,0.000881712438608676
252,0.000877520384561488
253,0.000868384908741138
254,0.000866857332769469
255,0.0008644745420766
256,0.000859246249349217
257,0.000856182797792717
258,0.000853618249882609
259,0.000847353934554174
260,0.0008331256364817
261,0.000827648218356839
262,0.000824195159351253
263,0.000813734720996597
264,0.000812353207334166
265,0.000811080013042161
266,0.000804312211807491
267,0.00079978886107511
268,0.000795109115822257
269,0.000789680293189879
270,0.000783164505966976
271,0.000781232194631964
272,0.000775742668804333
273,0.000761898932293239
274,0.000755830674401539
275,0.000752304859953273
276,0.000748129416368592
277,0.000745878324211056
278,0.00074246221478214
279,0.000732522658155723
280,0.00073090170352282
281,0.000725394034823657
282,0.000720286609359567
283,0.000717928777960737
284,0.000716040229723298
285,0.000710026609736146
286,0.000708463625178265
287,0.000697047335469484
288,0.000696025254307552
289,0.000689047477407062
290,0.000684448335889208
291,0.000678396927717785
292,0.000673205170677348
293,0.000671610867717943
294,0.000667996027519375
295,0.000662513212683842
296,0.000661232745290503
297,0.000655702061235014
298,0.000651694507938811
299,0.000648579884687822
300,0.000645732573415289
301,0.000639829297726332
302,0.00063734280632125
303,0.00063342175635292
304,0.000628970259348612
305,0.000624277074518736
306,0.000622570733046189
307,0.000620068050806303
308,0.000614810824157262
309,0.000608357019621243
310,0.000605308157437289
311,0.000604414641337771
312,0.000601320285774452
313,0.000597704669948722
314,0.000595258235569657
315,0.0005926079914552
316,0.000588661909487577
317,0.000582716147535694
318,0.000581435554789966
319,0.000579185558803697
320,0.000575746521162213
321,0.00057315732673069
322,0.000570148367976945
323,0.000563782092156645
324,0.000562117318536624
325,0.000559781006671726
326,0.000554381645353386
327,0.000551912418323268
328,0.000550494477092411
329,0.000547163908240078
330,0.000544542996874335
331,0.000541471178787328
332,0.000538751122488342
333,0.000533862711664581
334,0.00053005307545155
335,0.000528683552309146
336,0.000526885978449165
337,0.000525645933677306
338,0.000522881944520701
339,0.000520471787178177
340,0.000516712689932718
341,0.000516192628920399
342,0.000514353415400636
343,0.000512368788563249
344,0.000504861372535205
345,0.000502407605665054
346,0.000500737612467283
347,0.00049992609591573
348,0.000493003368016809
349,0.000490956026861212
350,0.000490107800884808
351,0.000485487438076149
352,0.00048373397968099
353,0.000480601598031439
354,0.00047758943175452
355,0.000476220984406001
356,0.000474160583052547
357,0.000471003316043512
358,0.00046692098317964
359,0.000464329584212598
360,0.000462756299756357
361,0.000460373770750359
362,0.00045717650223998
363,0.000456497804923577
364,0.000454760918238116
365,0.000453689572740096
366,0.000453023215765324
367,0.000449725897643201
368,0.000446691374945351
369,0.000445227621541976
370,0.000443852886033287
371,0.000441296892697482
372,0.000437581935422854
373,0.000435390377736909
374,0.000433557815675259
375,0.000430724184646914
376,0.000427805664394308
377,0.000426495550817068
378,0.000424837990481771
379,0.000420886341787637
380,0.000420009465741833
381,0.000417972257594462
382,0.000416950042078425
383,0.00041537073334085
384,0.000413486955240551
385,0.000409744853055577
386,0.000408715968149126
387,0.000406820076832964
388,0.000404051223442266
389,0.000401216427457682
390,0.000399155246149261
391,0.000398004497377775
392,0.000396828650471166
393,0.000394072665001709
394,0.000392445175648333
395,0.000388752517762395
396,0.000387755372849988
397,0.000386257088809725
398,0.000383801009208048
399,0.000382766280942531
400,0.000381423755016892
401,0.000378257944916965
402,0.000376862884573729
403,0.000376160140621745
404,0.000375085132502339
405,0.000372129216903616
406,0.000371358497694324
407,0.00036858178712266
408,0.000365270272102778
409,0.000364648003921604
410,0.000363473870039401
411,0.000361672078943514
412,0.000361066577125735
413,0.00035883402168989
414,0.000356646067663888
415,0.000354946911683859
416,0.000353000670237009
417,0.000351422942159021
418,0.000350317640629153
419,0.000348564101861588
420,0.000347134648043296
421,0.000345834715371756
422,0.000344148334660773
423,0.000342065649161426
424,0.000341012599460485
425,0.000339649773079613
426,0.00033899829149681
427,0.000337921871687453
428,0.000334887809132064
429,0.000332751057838717
430,0.000331499153469019
431,0.000330776062251116
432,0.000328500866917735
433,0.000326000507916415
434,0.000325807920908615
435,0.000325011697091813
436,0.00032211273416708
437,0.000320287738243414
438,0.000319612406909337
439,0.000318709375979091
440,0.000317781338480503
441,0.000317101290362693
442,0.000314598587090657
443,0.000313907349278442
444,0.00031116492608996
445,0.000309104583306787
446,0.000306886073105471
447,0.000305727870965529
448,0.000304381624883864
449,0.000303467833878042
450,0.000302158778214396
451,0.000300442844931215
452,0.000299223704804548
453,0.000297676664922037
454,0.000295798363913242
455,0.000293982788222265
456,0.000293594523106695
457,0.000292966132593781
458,0.000291076522628047
459,0.000290122791982617
460,0.000289941717858409
461,0.000287918686694009
462,0.000286193027438155
463,0.000285216855204695
464,0.000283139091011825
465,0.000281563035761134
466,0.000281362042336602
467,0.000281017485347573
468,0.000278794691716142
469,0.000278554493065729
470,0.000278319819142395
471,0.000277460531003217
472,0.00027591893534448
473,0.000273772216066941
474,0.00027224267318386
475,0.000271338362924127
476,0.000269940931523545
477,0.000268562049884269
478,0.000268246245597596
479,0.000267254756643415
480,0.000265433973227438
481,0.00026492116201499
482,0.000263106636185264
483,0.000262634227773005
484,0.000261129869332035
485,0.000260353972383644
486,0.00025990431424062
487,0.000258456408213791
488,0.000256238594423056
489,0.000256031779836623
490,0.000255324890297358
491,0.000254942819372822
492,0.00025283473300803
493,0.000252018370967977
494,0.000250944859176032
495,0.000249845227223742
496,0.000248629090630841
497,0.000248035808088146
498,0.000246623230320288
499,0.000246042605785095
500,0.00024492397969945
501,0.000244488593672127
502,0.000243736347134079
503,0.000242547214147752
504,0.000242071531693078
505,0.000240609249192233
506,0.000239952874149541
507,0.000238031191686981
508,0.000236753278424189
509,0.000235017666982246
510,0.000234348423389172
511,0.000233584425991445
512,0.000232496609241887
513,0.000231592013277942
514,0.000230431090424002
515,0.000230111187635726
516,0.000228786629390333
517,0.000228449751983472
518,0.000227917343662126
519,0.000227532202651401
520,0.000225690910744978
521,0.000225020058870287
522,0.000224317376672931
523,0.000223008891623394
524,0.000222249482478688
525,0.000221428580645793
526,0.000221269546634495
527,0.000220299690430479
528,0.000219595188526812
529,0.000218687462197267
530,0.000218093616534174
531,0.00021732599692562
532,0.000215319124955819
533,0.000214403464157467
534,0.000214067564497104
535,0.000212802930461828
536,0.000212622213785357
537,0.00021156748487103
538,0.00021008969987938
539,0.000209415504746759
540,0.000208857460945937
541,0.000208064864660851
542,0.000207724381664652
543,0.000206870046181522
544,0.000206408885118489
545,0.000205405256282699
546,0.000204593977840749
547,0.000204006256513451
548,0.000203184464267729
549,0.00020216194221152
550,0.000201449355042909
551,0.000201047586585217
552,0.000200052010423148
553,0.000198670553103568
554,0.000198163659890186
555,0.000197605876121795
556,0.000196665540287906
557,0.000196049032960416
558,0.00019500766616395
559,0.000194419933997781
560,0.000193681643629115
561,0.000192921670812341
562,0.000191528113920514
563,0.000191255067911178
564,0.000190522718877677
565,0.000189562698032141
566,0.000188847250778633
567,0.000187722128104085
568,0.000187551913461897
569,0.000187073755159853
570,0.000186571662884728
571,0.000186164147786157
572,0.000184966885871027
573,0.0001844331720707
574,0.000184058450745477
575,0.000182848612114234
576,0.000182068048513492
577,0.00018204733800259
578,0.000181656284222546
579,0.000180569740245547
580,0.000180329690120328
581,0.000179460640737847
582,0.000178676332735863
583,0.000177854304254314
584,0.000177435328529745
585,0.000176297083529303
586,0.000175521082718022
587,0.00017537971620656
588,0.000175044287203266
589,0.000174165573679332
590,0.000173546416056518
591,0.000172701243399194
592,0.000171853358621655
593,0.000171298734395199
594,0.000170946728473788
595,0.000170251227112394
596,0.000170213119838053
597,0.000169782098597812
598,0.000169110424425687
599,0.00016850684704464
600,0.000167751556054541
601,0.000167392520796603
602,0.000166143158861192
603,0.000166062919805437
604,0.000164967496647125
605,0.000164267018019276
606,0.000163958458348905
607,0.000163601498915383
608,0.000162165148391164
609,0.000162027697120331
610,0.000161171765820506
611,0.000160742407338247
612,0.000159765216153689
613,0.000159245356348987
614,0.000158490676206214
615,0.000157900169988101
616,0.000157866304198444
617,0.000157376267684108
618,0.000156774308101449
619,0.00015640829041489
620,0.000155383145740689
621,0.000154592499276135
622,0.000153902397043809
623,0.000153356893910596
624,0.000153203803829377
625,0.000152627996387912
626,0.000152345393351102
627,0.000151603919400243
628,0.000151227887924543
629,0.000150709965215811
630,0.00015021537888807
631,0.000149752426687673
632,0.000148888964003269
633,0.000148677651268769
634,0.000148009400686737
635,0.000146964757754277
636,0.00014583880596868
637,0.000145391542800476
638,0.00014505770611373
639,0.000144825929512188
640,0.000144427404142765
641,0.000144154717689623
642,0.000143699561741514
643,0.000142886987134936
644,0.000142194987410391
645,0.000142133311949623
646,0.000141766909266669
647,0.000140977574005559
648,0.000140403858899224
649,0.000139875091393443
650,0.000138532845643841
651,0.000138421719015016
652,0.000137945121317273
653,0.000137771117866543
654,0.000137623762962037
655,0.000136895399596581
656,0.000136706949394032
657,0.000136297701719977
658,0.000135486408991747
659,0.00013500512569878
660,0.000134659390878092
661,0.00013398663536005
662,0.000133546187450265
663,0.000133221666446543
664,0.000132467686991888
665,0.000132365835234264
666,0.000132008605487805
667,0.000131589822920146
668,0.000130727404571211
669,0.000130641133374527
670,0.0001304654488922
671,0.000129420704510709
672,0.000128728397195635
673,0.000128707891796346
674,0.000128192912532877
675,0.000127593106747332
676,0.000126929501503857
677,0.000126405029278891
678,0.000125763259828268
679,0.000125568049639782
680,0.000125255211900732
681,0.000124928236164826
682,0.000124664855949813
683,0.000124032988737392
684,0.000123828598801277
685,0.000123234654647991
686,0.000122832152432891
687,0.000122150795435468
688,0.000121560550403147
689,0.000121129158218489
690,0.000120661655222965
691,0.000120435270012089
692,0.000119766334473536
693,0.000119365282933294
694,0.000118981080681394
695,0.000118644148770873
696,0.00011797622567636
697,0.000117309855387986
698,0.000117237947651124
699,0.000116886251222006
700,0.000116453819563021
701,0.000116236341817949
702,0.000115528406929247
703,0.000115407166984911
704,0.000114967869351619
705,0.000114812428807722
706,0.000114367648952956
707,0.000113633172990131
708,0.000113369817917499
709,0.000113222692583361
710,0.000113037702387929
711,0.000112448443346628
712,0.00011220074995476
713,0.000112043858243799
714,0.000111686720681603
715,0.00011129500651705
716,0.000110711164880011
717,0.000109832600011808
718,0.000109600939530501
719,0.000109356917297311
720,0.000108902437285581
721,0.000108416707874528
722,0.00010822936977817
723,0.000107784965875707
724,0.000107207094899773
725,0.000106842248052859
726,0.00010674075056522
727,0.000106475179621462
728,0.000105799525067644
729,0.000105381410748168
730,0.000105182707700951
731,0.000104873858276636
732,0.00010449164326606
733,0.000103466919274884
734,0.000103259710717042
735,0.000102817343851553
736,0.000102429342389256
737,0.000102152646568545
738,0.000102061415345339
739,0.000101834543628914
740,0.000101403713679951
741,0.000101261645878466
742,0.000100823918506257
743,0.000100454079173113
744,9.97636231548422e-05
745,9.95193690200948e-05
746,9.94642809712729e-05
747,9.87524203629125e-05
748,9.83675126156905e-05
749,9.81051092925886e-05
750,9.79875780887113e-05
751,9.7952180886978e-05
752,9.74023133438224e-05
753,9.69609111702035e-05
754,9.65341943900822e-05
755,9.64099696910697e-05
756,9.5913695998366e-05
757,9.56309833883649e-05
758,9.54076329530411e-05
759,9.4982159709568e-05
760,9.4609389246745e-05
761,9.4358695755507e-05
762,9.40653898937193e-05
763,9.36896226986657e-05
764,9.3042250659408e-05
765,9.28943449408156e-05
766,9.25415461334204e-05
767,9.21427161869386e-05
768,9.1683952266801e-05
769,9.1576456289902e-05
770,9.13654356358437e-05
771,9.11982628143073e-05
772,9.06655771193493e-05
773,9.05236712882189e-05
774,9.02057691598914e-05
775,8.9904103329206e-05
